ID,Name,Host Id,Host Id Verified,Host Name,Neighbourhood Group,Neighbourhood,Latitude,Longitude,Country,Instant Bookable,Cancellation Policy,Room Type,Number of Reviews,Reviews(per month),Average Ratings,Price in Dollars,Service Fee in Dollars,Minimum Nights,Availability 365,Construction Year,Property Age,Estimated Annual Revenue in Dollars,Occupancy Rate
3138737,Cozy Room In Park Slope,50883840509,FALSE,Devi,Brooklyn,South Slope,40.66468,-73.98777,United States,FALSE,Moderate,Private room,126,2.15,4,"1,156",231,1,365,2006,Old Property,29824.8,100.00%
3139289,"Quiet Apartment In Williamsburg, Bk",9511447514,FALSE,Michele,Brooklyn,Williamsburg,40.71100,-73.95403,United States,FALSE,Moderate,Entire home/apt,1,0.02,3,338,68,1,6,2007,Old Property,81.12,1.64%
3139842,Full Apt W/ Large Kitchen In Ues,28950346428,FALSE,Alice,Manhattan,Upper East Side,40.78092,-73.95162,United States,TRUE,Moderate,Entire home/apt,75,1.3,2,735,147,1,45,2018,Mid Age,11466,12.33%
3140394,Spacious And Amazing Location!,46152335862,TRUE,Ashley,Manhattan,Kips Bay,40.73997,-73.98137,United States,FALSE,Flexible,Entire home/apt,4,0.08,5,"1,004",201,3,27,2009,Old Property,963.84,7.40%
3140946,Private Bedroom In Historic Chinatown Apartment,5898315828,TRUE,John,Manhattan,Civic Center,40.71654,-74.00138,United States,TRUE,Moderate,Private room,23,0.35,5,995,199,4,130,2003,Old Property,4179,35.62%
3141499,"Great 1 Br Apt, Ozone Park, Nyc",37068455384,FALSE,Lee,Queens,Ozone Park,40.67657,-73.84083,United States,FALSE,Flexible,Entire home/apt,106,1.66,4,395,79,3,365,2015,Mid Age,7868.4,100.00%
3142051,Master Bedroom In Historic House,48850784546,TRUE,Rip,Manhattan,Soho,40.72541,-74.01015,United States,TRUE,Flexible,Private room,30,0.48,3,641,128,3,25,2017,Mid Age,3692.16,6.85%
3142603,Chez Jazz Bnb--Cozy Bk/Queens Room,37772945837,FALSE,Rob,Queens,Ridgewood,40.70375,-73.90940,United States,TRUE,Strict,Private room,27,0.42,3,259,52,2,309,2009,Old Property,1305.36,84.66%
3143155,Times Square Area Quiet + Private Guest Studio,63172183335,FALSE,Michal,Manhattan,Hell'S Kitchen,40.76046,-73.99131,United States,FALSE,Flexible,Entire home/apt,53,2.51,1,322,64,2,286,2019,Mid Age,9698.64,78.36%
3143708,Amazing Two Bedroom Apartment,1284253244,FALSE,Andre,Brooklyn,Crown Heights,40.67380,-73.93985,United States,TRUE,Moderate,Entire home/apt,193,2.97,1,229,46,2,161,2009,Old Property,8161.56,44.11%
3144260,Hell'S Kitchen- Times Square,24477049827,TRUE,Danielle,Manhattan,Hell'S Kitchen,40.76394,-73.99448,United States,FALSE,Moderate,Entire home/apt,0,0,1,393,79,1,110,2022,New Property,0,30.14%
3144812,Sophisticated Harlem True 2Br Nyc,46562906175,TRUE,Enid,Manhattan,East Harlem,40.80021,-73.94142,United States,FALSE,Moderate,Entire home/apt,137,2.13,2,837,167,4,161,2022,New Property,21393.72,44.11%
3145365,Cozy Private Room Available In A Great Location,57716606560,TRUE,Dushyant,Brooklyn,Crown Heights,40.67343,-73.96291,United States,TRUE,Strict,Private room,0,0,1,"1,075",215,3,301,2012,Mid Age,0,82.47%
3145917,"Artsy And Comfy Bedroom, Living Room, Terrace",29867253060,TRUE,Marysia,Brooklyn,Crown Heights,40.67690,-73.95130,United States,TRUE,Strict,Private room,0,0,1,190,38,2,17,2017,Mid Age,0,4.66%
3146469,"New 1-Bdrm, 3-Beds In Bensonhurst, Brooklyn, Ny",35764740891,TRUE,Elska,Brooklyn,Bensonhurst,40.61518,-73.98874,United States,FALSE,Flexible,Entire home/apt,28,0.44,2,503,101,30,99,2011,Mid Age,2655.84,27.12%
3147022,Entire 1400 Sq Ft Artist Loft - Four Private Rooms,52609907546,TRUE,Annie,Brooklyn,Bedford-Stuyvesant,40.69392,-73.95446,United States,TRUE,Flexible,Entire home/apt,0,0,4,146,29,27,96,2016,Mid Age,0,26.30%
3147574,The Rose House,41181943622,FALSE,Rich,Brooklyn,Greenpoint,40.73334,-73.95478,United States,FALSE,Moderate,Entire home/apt,74,1.17,1,782,156,3,365,2011,Mid Age,10979.28,100.00%
3148126,"The Center Of Nyc, Brooklyn!",71850586845,FALSE,Edmund,Brooklyn,Bedford-Stuyvesant,40.68843,-73.93678,United States,FALSE,Flexible,Entire home/apt,149,2.33,1,"1,016",203,3,79,2011,Mid Age,28407.36,21.64%
3148678,"Sale 2 Bedrooms, Large Master & Guest Bedroom",43782274833,FALSE,C S,Brooklyn,Flatbush,40.64846,-73.96186,United States,FALSE,Strict,Private room,30,0.5,4,672,134,1,365,2019,Mid Age,4032,100.00%
3149231,Spacious Apt In The Lower East Side,39788619353,TRUE,Tal,Manhattan,Lower East Side,40.71762,-73.98334,United States,TRUE,Flexible,Entire home/apt,0,0,4,151,30,7,281,2009,Old Property,0,76.99%
3149783,"A Simple, Calm Space",28316166883,FALSE,Août,Bronx,Kingsbridge,40.88437,-73.89746,United States,FALSE,Flexible,Shared room,6,0.16,1,778,156,2,339,2011,Mid Age,1493.76,92.88%
3150335,Charming Bedroom In Artists Colony,14400360599,FALSE,Beth,Brooklyn,Williamsburg,40.71060,-73.95325,United States,FALSE,Strict,Private room,16,0.25,1,67,13,3,33,2006,Old Property,201,9.04%
3150888,Room In Huge 3 Bedroom  L.E.S,26262182819,FALSE,Lakis,Manhattan,Lower East Side,40.71968,-73.98726,United States,TRUE,Strict,Private room,0,0,5,259,52,1,133,2006,Old Property,0,36.44%
3151440,Near Columbia Universit/Female Only,31211091779,TRUE,Rong,Manhattan,Harlem,40.82039,-73.95514,United States,TRUE,Moderate,Private room,5,0.08,3,794,159,1,101,2022,New Property,762.24,27.67%
3151992,"House Of Music And Art, Large Happy Room, Full Bed",39612679695,TRUE,Clay,Brooklyn,Bushwick,40.70054,-73.92954,United States,FALSE,Moderate,Private room,39,0.65,1,145,29,21,365,2007,Old Property,1131,100.00%
3152545,The Notorious B.N.B. { The Pfizer },46874814534,FALSE,Jessica,Brooklyn,Clinton Hill,40.69045,-73.96762,United States,FALSE,Strict,Private room,16,0.28,2,"1,146",229,1,365,2019,Mid Age,3850.56,100.00%
3153097,Your Very Own Williamsburg Apt!,635244390,FALSE,Julian,Brooklyn,Williamsburg,40.71919,-73.94180,United States,TRUE,Flexible,Entire home/apt,22,0.37,3,889,178,5,38,2011,Mid Age,3947.16,10.41%
3153649,Williamsburg 1 Bedroom Appartement,38544479718,TRUE,Lara,Brooklyn,Williamsburg,40.71952,-73.96281,United States,TRUE,Flexible,Entire home/apt,21,0.35,2,402,80,5,245,2012,Mid Age,1688.4,67.12%
3154201,Luxury West Village Apt With Views!,57571810921,FALSE,Lillian,Manhattan,West Village,40.73618,-74.00256,United States,TRUE,Strict,Entire home/apt,8,0.13,2,"1,123",225,5,65,2019,Mid Age,1751.88,17.81%
3154754,"Harlem 1 Br, Private Master Bath",31328034551,FALSE,Annette,Manhattan,Harlem,40.81904,-73.94325,United States,FALSE,Flexible,Private room,182,2.85,1,396,79,2,365,2016,Mid Age,13543.2,100.00%
3155306,"Heart Of Williamsburg, Brooklyn!",41936518786,FALSE,Georgia,Brooklyn,Williamsburg,40.71023,-73.94657,United States,TRUE,Flexible,Private room,99,1.55,2,"1,044",209,1,365,2022,New Property,19418.4,100.00%
3155858,Cozy Apt In The Upper East Side,17324971981,FALSE,Luanna,Manhattan,Upper East Side,40.78331,-73.94489,United States,TRUE,Strict,Entire home/apt,3,0.27,2,151,30,2,365,2011,Mid Age,489.24,100.00%
3156411,In The Heart Of The East Village,90071567880,TRUE,Anoop,Manhattan,East Village,40.72916,-73.98022,United States,FALSE,Flexible,Private room,13,0.34,5,204,41,3,159,2014,Mid Age,832.32,43.56%
3156963,"Elegant Brooklyn Comfort, One Bedroom",43056162171,FALSE,James,Brooklyn,Carroll Gardens,40.68008,-73.99392,United States,FALSE,Flexible,Entire home/apt,1,0.02,4,643,129,2,219,2020,New Property,154.32,60.00%
3157515,Relaxed Comfortable Beds In A Cozy Apartment.,8938424650,FALSE,Sandra&Orlando,Brooklyn,Flatbush,40.64307,-73.95455,United States,TRUE,Moderate,Shared room,34,0.52,3,"1,059",212,5,338,2020,New Property,6608.16,92.60%
3158068,The Big Brooklyn,26895360854,TRUE,Ron,Brooklyn,Crown Heights,40.67019,-73.95541,United States,TRUE,Strict,Private room,35,0.54,2,474,95,1,79,2016,Mid Age,3071.52,21.64%
3158620,Modern Lower East Side Apartment,3699736062,FALSE,Ross,Manhattan,Lower East Side,40.71962,-73.99178,United States,TRUE,Strict,Private room,130,2.3,4,635,127,2,138,2013,Mid Age,17526,37.81%
3159172,"Private Home, Quiet Brooklyn Street",50534205570,FALSE,Hetty,Brooklyn,Kensington,40.64742,-73.97559,United States,TRUE,Flexible,Entire home/apt,13,0.21,5,232,46,2,111,2004,Old Property,584.64,30.41%
3159724,Cute Apartment In Williamsburg,83258242538,FALSE,Moema,Brooklyn,Williamsburg,40.71860,-73.94510,United States,TRUE,Moderate,Private room,0,0,3,246,49,1,328,2009,Old Property,0,89.86%
3160277,Sunny Studios In Historic Browstone,57511088500,FALSE,Sally,Manhattan,Upper West Side,40.78327,-73.97343,United States,TRUE,Moderate,Entire home/apt,14,0.27,2,563,113,30,365,2013,Mid Age,1824.12,100.00%
3160829,1 Bedroom Bushwick Apartment,1117478239,FALSE,Michael,Brooklyn,Bushwick,40.69980,-73.92913,United States,TRUE,Moderate,Entire home/apt,12,0.19,5,"1,009",202,1,51,2005,Old Property,2300.52,13.97%
3161381,Private Room Hk/Theatre District!,44471493786,TRUE,Pj,Manhattan,Hell'S Kitchen,40.76589,-73.98536,United States,TRUE,Strict,Private room,263,4.1,3,849,170,5,230,2010,Old Property,41770.8,63.01%
3161934,Trendy Apt By Chelsea Market With High Line Views,13993004647,FALSE,Daniel,Manhattan,Chelsea,40.74530,-74.00704,United States,TRUE,Flexible,Entire home/apt,43,1.1,1,557,111,2,191,2013,Mid Age,7352.4,52.33%
3162486,"Bright, Eclectic, Happy Brooklyn Apartment",34198465505,FALSE,H. Erin,Brooklyn,Crown Heights,40.67422,-73.95569,United States,FALSE,Moderate,Entire home/apt,9,0.14,1,496,99,10,205,2008,Old Property,833.28,56.16%
3163038,Amazing Room—Private Bath (100% Legal!),78573936401,TRUE,Matthew,Brooklyn,Greenpoint,40.73169,-73.95540,United States,TRUE,Strict,Private room,107,1.64,5,300,60,2,347,2008,Old Property,5904,95.07%
3163591,Luxury Alcove Studio Apt In Tribeca,28017456260,TRUE,Alice,Manhattan,Tribeca,40.72034,-74.01122,United States,TRUE,Moderate,Entire home/apt,1,0.02,2,651,130,10,44,2014,Mid Age,156.24,12.05%
3164143,Newly Built Full Bedroom In Tribeca,82515010582,FALSE,Ankush,Manhattan,Tribeca,40.71590,-74.00834,United States,FALSE,Moderate,Private room,0,0,3,"1,072",214,1,133,2014,Mid Age,0,36.44%
3164695,"Cozy Br In Hamilton Heights, Harlem",33162170463,TRUE,Sarah,Manhattan,Harlem,40.82301,-73.94907,United States,TRUE,Flexible,Private room,2,0.04,1,681,136,2,356,2020,New Property,326.88,97.53%
3165247,Private Room Available In Nice Apartment!,59262009939,FALSE,Anthony,Manhattan,Washington Heights,40.83358,-73.94462,United States,TRUE,Flexible,Private room,20,1.44,2,416,83,2,197,2013,Mid Age,7188.48,53.97%
3165800,"Bright, Airy Room Share For 2",87707911941,TRUE,Gloria,Brooklyn,Bedford-Stuyvesant,40.68642,-73.93440,United States,TRUE,Flexible,Shared room,76,1.22,1,203,41,5,365,2010,Old Property,2971.92,100.00%
3166352,Newly Renovated 1Bd On Uws,30811496166,TRUE,Amber,Manhattan,Upper West Side,40.78090,-73.98215,United States,TRUE,Moderate,Entire home/apt,0,0,2,"1,092",218,5,217,2003,Old Property,0,59.45%
3166904,Your Own Apartment In Bushwick,80336060338,FALSE,Darwin And Nicole,Brooklyn,Bushwick,40.69110,-73.92125,United States,FALSE,Moderate,Entire home/apt,43,0.71,2,364,73,3,197,2004,Old Property,3101.28,53.97%
3167457,Great 2 Bdr Apt In Wb/Greenpoint,73808773272,FALSE,Marianne,Brooklyn,Greenpoint,40.72545,-73.95405,United States,FALSE,Moderate,Entire home/apt,2,0.03,2,"1,091",218,3,347,2009,Old Property,392.76,95.07%
3168009,Private Room Brooklyn Ny,6647076722,TRUE,Sue,Brooklyn,Crown Heights,40.66586,-73.95128,United States,FALSE,Flexible,Private room,21,0.34,5,"1,007",201,4,365,2011,Mid Age,4108.56,100.00%
3168561,"Lovely Private Bedroom In Vibrant Bronx, Ny",52406055860,FALSE,Migdalia,Bronx,Soundview,40.82528,-73.86004,United States,FALSE,Flexible,Private room,32,0.51,4,729,146,2,53,2020,New Property,4461.48,14.52%
3169114,Modern Duplex Studio Factory Loft,5640471490,FALSE,Vida,Brooklyn,Greenpoint,40.72669,-73.94190,United States,TRUE,Strict,Entire home/apt,9,0.16,5,513,103,30,136,2003,Old Property,984.96,37.26%
3169666,Stunning 1Br In Historic Brownstone,88902027643,TRUE,Sally,Manhattan,Upper West Side,40.78510,-73.97397,United States,FALSE,Flexible,Entire home/apt,45,0.73,1,673,135,30,185,2022,New Property,5895.48,50.68%
3170218,Charming Mid-Century Studio,34802478429,FALSE,Janet,Brooklyn,Flatbush,40.64815,-73.96486,United States,TRUE,Moderate,Entire home/apt,8,0.13,5,"1,115",223,2,310,2007,Old Property,1739.4,84.93%
3170770,Bedroom In Sunny Downtown Apartment,96779836494,TRUE,Arthur,Manhattan,Two Bridges,40.71149,-73.99721,United States,TRUE,Flexible,Private room,8,1.71,3,982,196,3,20,2021,New Property,20150.64,5.48%
3171323,Theater District Studio (Sleeps 4),68608505930,TRUE,Redi,Manhattan,Hell'S Kitchen,40.76453,-73.99515,United States,FALSE,Strict,Entire home/apt,8,0.13,1,93,19,2,189,2007,Old Property,145.08,51.78%
3171875,Loft In Williamsburg!,68849025684,TRUE,Sofia,Brooklyn,Williamsburg,40.71124,-73.94990,United States,TRUE,Flexible,Private room,8,0.15,1,"1,055",211,5,200,2011,Mid Age,1899,54.79%
3172427,"Guest Rm, 2 Stops From Grandcentral",11006845506,TRUE,Walther,Queens,Long Island City,40.74955,-73.95081,United States,TRUE,Moderate,Private room,37,0.58,5,673,135,2,200,2008,Old Property,4684.08,54.79%
3172980,Comfy Room In Park Slope,85791354856,FALSE,Devi,Brooklyn,South Slope,40.66443,-73.98792,United States,TRUE,Strict,Private room,143,2.41,4,"1,108",222,1,52,2006,Old Property,32043.36,14.25%
3173532,Huge Lux 2Floor 2 Bdrmsoho Loftw/Home Cinema,23060444857,FALSE,Simonie,Manhattan,Tribeca,40.72023,-74.00715,United States,TRUE,Moderate,Entire home/apt,10,0.16,1,"1,120",224,1,365,2010,Old Property,2150.4,100.00%
3174084,Soho Loft With Everything,22608132738,FALSE,Ben,Manhattan,Soho,40.72512,-74.00024,United States,FALSE,Flexible,Entire home/apt,0,0,4,746,149,5,48,2007,Old Property,0,13.15%
3174637,Cozy Entire Apt1Bd Apt Ingreat Loc,98475127825,TRUE,Carlos,Manhattan,East Harlem,40.79926,-73.94499,United States,TRUE,Moderate,Entire home/apt,2,0.13,4,116,23,3,136,2012,Mid Age,180.96,37.26%
3175189,Charming Spacious Master Bedroom,72259915213,TRUE,Kaet,Brooklyn,Greenpoint,40.73418,-73.95683,United States,FALSE,Flexible,Private room,35,0.55,5,899,180,1,109,2016,Mid Age,5933.4,29.86%
3175741,Charming 2Br In Greenpoint,88357232171,TRUE,Kaet,Brooklyn,Greenpoint,40.73348,-73.95689,United States,TRUE,Strict,Entire home/apt,7,0.11,3,"1,079",216,1,172,2018,Mid Age,1424.28,47.12%
3176293,Charming Upper West Side Studio,21068961877,TRUE,Francesca,Manhattan,Morningside Heights,40.80490,-73.96315,United States,TRUE,Strict,Entire home/apt,12,0.19,3,564,113,14,268,2007,Old Property,1285.92,73.42%
3176846,2019 Special! Large West Village 1 Bed!,90546232060,FALSE,Rose,Manhattan,Greenwich Village,40.72908,-73.99650,United States,TRUE,Moderate,Entire home/apt,78,1.22,4,243,49,1,365,2014,Mid Age,3557.52,100.00%
3177398,Quiet & Private Room In Luxury Doorman Bldg,2131951518,TRUE,Kaori,Manhattan,Harlem,40.82349,-73.94193,United States,TRUE,Flexible,Private room,3,0.05,5,311,62,3,365,2019,Mid Age,186.6,100.00%
3177950,"Bright, Modern Room In East Village!",95797302242,FALSE,Reka,Manhattan,East Village,40.72598,-73.97778,United States,TRUE,Flexible,Private room,184,2.86,1,142,28,1,144,2017,Mid Age,4873.44,39.45%
3178503,"Sunny, Charming Duplex In Best Brooklyn 'Hood",64447811179,FALSE,Georgia,Brooklyn,Gowanus,40.67906,-73.99093,United States,TRUE,Moderate,Entire home/apt,1,1,4,"1,068",214,6,13,2015,Mid Age,12816,3.56%
3179055,Awesome Child Friendly Apartment!,27364578506,FALSE,Andrea,Brooklyn,Crown Heights,40.67652,-73.95713,United States,TRUE,Moderate,Entire home/apt,7,0.11,4,636,127,5,365,2022,New Property,839.52,100.00%
3179607,Private Room In Clinton Hill,41606201043,TRUE,Christine,Brooklyn,Bedford-Stuyvesant,40.69011,-73.96026,United States,FALSE,Flexible,Private room,20,0.31,5,357,71,2,122,2018,Mid Age,1328.04,33.42%
3180160,Center Park Slope 2 Bedroom Townhouse Apartment,14638024853,TRUE,Sharon,Brooklyn,Park Slope,40.67348,-73.97790,United States,FALSE,Moderate,Entire home/apt,13,0.39,3,697,139,7,43,2016,Mid Age,3261.96,11.78%
3180712,Close To Everything - Jr 1 Bedroom,59060115356,FALSE,Andrew,Manhattan,Financial District,40.70781,-74.00701,United States,FALSE,Flexible,Entire home/apt,6,0.1,1,140,28,365,365,2003,Old Property,168,100.00%
3181264,Ultimate Luxury Manhattan Apartment,6253635954,TRUE,Tiffany,Manhattan,Hell'S Kitchen,40.76852,-73.98735,United States,FALSE,Moderate,Entire home/apt,94,1.48,1,429,86,1,264,2003,Old Property,7619.04,72.33%
3181816,Beautiful 1Br Loft In Brooklyn,49111309922,FALSE,Vida,Brooklyn,Greenpoint,40.72708,-73.94171,United States,FALSE,Flexible,Entire home/apt,1,0.07,1,935,187,30,365,2018,Mid Age,785.4,100.00%
3182369,Gorgeous Private 1Br. 10M To Mhtn.,92574737852,TRUE,Ido,Queens,Astoria,40.75705,-73.91771,United States,FALSE,Strict,Entire home/apt,0,0,5,303,61,14,325,2016,Mid Age,0,89.04%
3182921,Upper East Side Large 2 Bedroom,78812065073,TRUE,Daniel,Manhattan,Upper East Side,40.78474,-73.94974,United States,TRUE,Strict,Entire home/apt,0,0,3,900,180,1,365,2007,Old Property,0,100.00%
3183473,"$455 Cozy 1Bd, Bklyn Sublet March",70263140163,FALSE,Victor,Brooklyn,Bedford-Stuyvesant,40.68948,-73.93528,United States,FALSE,Flexible,Private room,0,0,2,100,20,1,100,2013,Mid Age,0,27.40%
3184026,Charming Brooklyn Brownstone,78424435789,FALSE,Andrea,Brooklyn,Park Slope,40.68091,-73.97660,United States,FALSE,Moderate,Entire home/apt,1,0.02,5,"1,054",211,2,43,2012,Mid Age,252.96,11.78%
3184578,1890S North Williamsburg Townhouse,55816875909,FALSE,Rachel,Brooklyn,Greenpoint,40.72559,-73.95033,United States,TRUE,Moderate,Private room,21,0.45,1,586,117,2,365,2013,Mid Age,3164.4,100.00%
3185130,Pristine Lower East Side Sanctuary,15294722517,FALSE,Sausan,Manhattan,Lower East Side,40.72007,-73.98946,United States,TRUE,Flexible,Entire home/apt,177,2.82,5,243,49,14,49,2003,Old Property,8223.12,13.42%
3185683,Big Br 15 Min Away From Manhattan,36804198184,FALSE,Joao,Queens,Astoria,40.75799,-73.92006,United States,TRUE,Flexible,Private room,186,2.93,5,364,73,7,288,2010,Old Property,12798.24,78.90%
3186235,Beautiful Bright & Airy Guest Room,63951280578,FALSE,Mike And Lucy,Brooklyn,Williamsburg,40.70669,-73.93578,United States,TRUE,Moderate,Private room,16,0.25,2,882,176,2,150,2020,New Property,2646,41.10%
3186787,East Village,21573101315,FALSE,Chris,Manhattan,East Village,40.73237,-73.98918,United States,FALSE,Moderate,Shared room,94,1.46,1,"1,087",217,1,0,2016,Mid Age,19044.24,0.00%
3187339,Spacious One Bedroom In Prime Fort Greene,93539220029,FALSE,Garth,Brooklyn,Fort Greene,40.68825,-73.98038,United States,TRUE,Strict,Entire home/apt,5,0.14,2,137,27,3,365,2019,Mid Age,230.16,100.00%
3187892,Beautiful Central Park Apartment!,32234815913,FALSE,Jimmie,Manhattan,Harlem,40.79841,-73.95257,United States,FALSE,Strict,Private room,27,0.44,5,967,193,2,199,2004,Old Property,5105.76,54.52%
3188444,1 Bedroom Entire Home/Apt❤ Astoria,10864719985,FALSE,Amy,Queens,Astoria,40.76122,-73.91163,United States,TRUE,Flexible,Entire home/apt,13,0.22,3,"1,060",212,1,232,2011,Mid Age,2798.4,63.56%
3188996,"New, Spacious 1Bd In Williamsburg",15105925115,TRUE,Lee,Brooklyn,Williamsburg,40.71512,-73.94978,United States,FALSE,Moderate,Entire home/apt,26,0.41,4,974,195,7,89,2019,Mid Age,4792.08,24.38%
3189549,New Factory Converted Studio Loft,82167702557,FALSE,Vida,Brooklyn,Greenpoint,40.72574,-73.94146,United States,TRUE,Flexible,Entire home/apt,3,0.05,4,375,75,30,108,2004,Old Property,225,29.59%
3190101,"2 Bedroom In Carroll Gardens West, Minimum 1 Month",69603725739,TRUE,Seth,Brooklyn,Columbia St,40.68727,-74.00352,United States,FALSE,Moderate,Entire home/apt,35,0.55,2,119,24,30,139,2016,Mid Age,785.4,38.08%
3190653,Beautiful Artist Apt In Nolita W/ Private Backyard,25771281241,TRUE,Nico,Manhattan,Nolita,40.72297,-73.99539,United States,TRUE,Moderate,Entire home/apt,2,0.05,3,581,116,1,205,2011,Mid Age,348.6,56.16%
3191206,Centrally Located In Bayside / Nice,89079147028,TRUE,Inez,Queens,Bay Terrace,40.78645,-73.77958,United States,TRUE,Moderate,Private room,8,0.25,3,131,26,3,286,2010,Old Property,393,78.36%
3191758,Upper West Side Lux Apt. Available 8/5-8/14/2017,64740022351,FALSE,Lara,Manhattan,Upper West Side,40.78792,-73.97758,United States,FALSE,Strict,Entire home/apt,0,0,2,764,153,4,201,2014,Mid Age,0,55.07%
3192310,"Great, Cozy Room In Williamsburg!",41468911406,TRUE,Cristina,Brooklyn,Williamsburg,40.71841,-73.95992,United States,FALSE,Flexible,Private room,2,0.03,2,844,169,1,302,2019,Mid Age,303.84,82.74%
3192862,Luxury Living Near Central Park,19935702382,FALSE,Ziporah,Manhattan,Upper West Side,40.79838,-73.96388,United States,TRUE,Moderate,Private room,20,0.33,1,"1,167",233,5,163,2016,Mid Age,4621.32,44.66%
3193415,Prime Brooklyn 1Br-10Min To City!,75306080980,TRUE,Laura,Brooklyn,Boerum Hill,40.68955,-73.98885,United States,FALSE,Flexible,Entire home/apt,7,0.15,3,340,68,7,217,2009,Old Property,612,59.45%
3193967,Awesome Spot Near Hk/Theatre Distri,32449818764,FALSE,Pj,Manhattan,Hell'S Kitchen,40.76269,-73.99070,United States,FALSE,Moderate,Private room,196,3.02,5,"1,168",234,5,270,2012,Mid Age,42328.32,73.97%
3194519,"Sunny Master Suite: Large Bdrm, Priv Bth, Priv Liv",46941328372,TRUE,Omar,Brooklyn,Bedford-Stuyvesant,40.68950,-73.95279,United States,TRUE,Strict,Private room,171,2.72,3,73,15,4,169,2019,Mid Age,2382.72,46.30%
3195072,Studio Loft With 2 Queen Beds And Large Kitchen,30717734536,TRUE,Vida,Brooklyn,Greenpoint,40.72591,-73.94220,United States,TRUE,Moderate,Entire home/apt,2,0.04,4,727,145,30,253,2014,Mid Age,348.96,69.32%
3195624,Full Floor Apt With Ny Skyline Views,26824719915,FALSE,En,Brooklyn,Williamsburg,40.71492,-73.94124,United States,FALSE,Strict,Private room,66,1.04,2,249,50,4,68,2019,Mid Age,3107.52,18.63%
3196176,Overlooking Harlem,51710128134,FALSE,Leah,Manhattan,Harlem,40.80121,-73.95002,United States,TRUE,Strict,Private room,173,2.71,5,873,175,2,365,2013,Mid Age,28389.96,100.00%
3196729,Royal Harlem Triplex Home 5 Beds,56779223976,FALSE,Grover,Manhattan,Harlem,40.80705,-73.94452,United States,FALSE,Moderate,Entire home/apt,157,2.46,4,225,45,3,344,2015,Mid Age,6642,94.25%
3197281,Private Room: The Cheapest Deal!!,77940711558,TRUE,Siddharth,Queens,Ozone Park,40.67948,-73.85335,United States,TRUE,Flexible,Private room,0,0,4,878,176,7,362,2019,Mid Age,0,99.18%
3197833,Red Hook Classic Townhouse W Garden And Treehouse,33216585267,FALSE,Peter,Brooklyn,Red Hook,40.68075,-74.00961,United States,TRUE,Flexible,Entire home/apt,157,2.45,2,358,72,2,185,2018,Mid Age,10525.2,50.68%
3198385,2 Br Designer'S Apt In Heart Of Nyc,45517642544,TRUE,Andrew,Manhattan,Soho,40.72337,-74.00175,United States,TRUE,Flexible,Entire home/apt,18,0.28,1,253,51,1,365,2006,Old Property,850.08,100.00%
3198938,Chic New York City Apartment,35393991704,FALSE,Vanita,Manhattan,Kips Bay,40.74400,-73.98054,United States,TRUE,Strict,Entire home/apt,5,0.1,1,891,178,270,301,2014,Mid Age,1069.2,82.47%
3199490,Boutique Apt. Nyc  By  24 Hr Metro,53359636060,FALSE,Ray,Queens,Jackson Heights,40.75484,-73.87640,United States,FALSE,Flexible,Shared room,0,0,3,472,94,2,107,2004,Old Property,0,29.32%
3200042,18Th Floor Bright Bedroom With Private Bathroom,50174491924,TRUE,Chiara,Manhattan,Financial District,40.70933,-74.00381,United States,FALSE,Moderate,Private room,15,0.24,3,874,175,8,150,2008,Old Property,2517.12,41.10%
3200595,Quintessential W'Burg Apartment,28971435588,TRUE,Priya,Brooklyn,Williamsburg,40.71116,-73.96078,United States,TRUE,Flexible,Private room,156,2.43,1,"1,072",214,2,365,2010,Old Property,31259.52,100.00%
3201147,Quintessential W'Burg Private Room,44766757668,FALSE,Priya,Brooklyn,Williamsburg,40.71072,-73.96143,United States,TRUE,Flexible,Private room,142,2.22,3,"1,131",226,2,3,2017,Mid Age,30129.84,0.82%
3201699,Sunny Quiet Room In Harlem,10914100312,FALSE,Jerome,Manhattan,Harlem,40.81510,-73.95147,United States,TRUE,Strict,Private room,19,1.34,1,894,179,1,15,2013,Mid Age,14375.52,4.11%
3202252,Cozy 1 Br In Cool Lower East Side,77452241056,TRUE,Asaf,Manhattan,Lower East Side,40.72005,-73.98609,United States,TRUE,Strict,Entire home/apt,55,0.85,2,201,40,6,364,2020,New Property,2050.2,99.73%
3202804,Peaceful Bed W Breakfast - Manhattan,2132597286,TRUE,Daniel,Manhattan,Upper East Side,40.77194,-73.94773,United States,FALSE,Strict,Private room,150,2.38,3,675,135,3,333,2019,Mid Age,19278,91.23%
3203356,Big Sunny Bushwick Apartment,78419278097,TRUE,Josh,Brooklyn,Bushwick,40.70451,-73.92588,United States,FALSE,Moderate,Entire home/apt,32,0.5,2,714,143,4,22,2014,Mid Age,4284,6.03%
3203908,Charming Studio!--Brooklyn College,41438806677,TRUE,Angel,Brooklyn,Flatlands,40.62338,-73.94078,United States,TRUE,Moderate,Entire home/apt,21,0.33,2,149,30,7,104,2004,Old Property,590.04,28.49%
3204461,Charming Apartment In Greenpoint,7067476019,FALSE,Dusan,Brooklyn,Greenpoint,40.72771,-73.95382,United States,FALSE,Moderate,Entire home/apt,6,0.09,4,"1,196",239,6,148,2004,Old Property,1291.68,40.55%
